displacement,horsepower,weight,cylinders,modelYear,drivetrain,transmission,mpg
4.1,396,3096,10,1978,1,0,17.2
4.2,367,3769,10,2007,2,0,21.5
5,445,3831,12,1978,0,1,9
1.7,117,2900,3,1998,2,2,45
1.4,153,2480,4,1972,1,1,41.2
1.8,166,3137,4,1977,2,2,36
2,191,2999,4,2017,0,1,46.1
4.9,450,3244,12,2006,0,0,16.6
3.9,378,2951,10,1976,1,0,20.2
3.6,332,2762,8,2018,0,1,34
3.9,395,3312,10,1994,0,1,22.5
4.5,446,3727,12,1994,2,2,12.2
3.6,266,3186,8,1997,2,1,29
1.4,126,2720,4,1994,2,1,45.1
4.6,396,3506,12,2012,0,0,18.6
1.5,119,2390,4,1982,3,2,45.1
5.1,416,3819,12,1992,3,1,10.7
3.1,308,3189,8,1988,2,2,28.8
1.4,165,2378,4,2024,1,2,50.4
2.8,188,2565,6,1973,2,2,37.1
1.1,155,2474,3,2018,1,2,50.2
1.8,121,2229,4,1984,1,0,45.5
1.7,158,3109,4,2002,1,2,43
5.1,480,3464,12,1979,1,1,11
1.8,189,3076,4,1990,3,0,39.5
2.4,180,3115,6,1972,1,1,31.7
3.4,280,3450,8,1970,1,2,25.1
2.3,200,2388,6,2003,2,1,43.4
2.6,225,2811,6,1975,2,1,31.6
1.4,144,2634,4,2011,1,2,50.3
4.5,339,3156,10,2007,2,1,25.5
2,170,2822,4,2007,2,2,43.5
2.1,122,3137,4,2011,0,0,46.3
3.6,255,3595,8,1993,0,1,26.7
2.8,223,2605,6,2014,0,2,40.5
1.7,143,3103,4,2013,1,0,44.5
3.4,307,3323,8,1984,2,0,25.4
4.6,428,3790,12,1990,0,1,13.2
2.1,186,2692,6,1990,0,0,38.6
1.7,151,2155,4,2020,3,2,51.3
2,135,2570,4,1995,3,1,44.3
1.5,190,2609,4,1984,1,0,41.3
1.5,120,2892,4,1979,1,1,41.2
5,449,3603,12,1973,3,2,9.9
4.6,412,3411,12,2011,1,1,20.6
5.2,457,3319,12,1976,2,2,11.2
1.8,172,2625,4,2004,2,1,46.4
1.7,195,2884,4,2000,0,1,42.2
4.4,380,3341,10,1974,3,2,17.8
2,183,2762,4,2024,0,1,48.2
2.4,221,2497,6,1975,3,0,33
1.3,149,2376,4,2013,3,0,50.3
3.4,281,3113,8,1993,1,1,30.4
2.9,181,3123,6,1995,2,2,36.1
2.9,313,3159,8,2012,0,0,32.4
3.2,335,3251,8,1978,0,0,22.5
3.3,336,2931,8,1983,3,2,25.7
3.2,332,2717,8,2020,3,2,32.7
2,144,2423,4,1988,0,1,45.3
2.9,188,2758,6,1996,3,0,38.4
2.9,190,2636,6,1975,1,0,35.3
3.6,323,3091,8,2022,2,2,31.9
2,146,2419,4,1987,0,1,44.4
1.4,124,2446,4,1982,3,0,45
2.8,182,2944,6,1991,1,0,36.4
4.9,432,3914,12,1986,2,1,12.4
1.7,114,2240,4,1977,3,1,43.3
1.5,115,2364,4,1970,0,0,44.7
4.8,398,3051,12,1970,2,1,15.8
4.2,363,3421,10,1997,2,0,21.2
1.8,115,2649,4,2020,0,0,51.7
1.3,167,2382,4,2012,0,1,47.9
4.1,367,3817,10,1977,3,2,16.2
1.7,174,2864,4,2010,3,2,44.2
4.2,324,3058,10,1989,0,1,25.4
1.9,143,3099,4,2006,1,2,43.9
1.5,150,2277,4,2012,3,2,50.5
4.3,367,3430,10,1988,3,1,18.5
4,354,2865,10,2010,0,1,27.9
4.6,476,3768,12,1972,2,0,9
1.5,159,2229,4,2019,2,2,52.7
1.8,171,2778,4,1983,2,2,40.4
1.1,92,2754,3,1974,2,2,45
3.8,340,3377,10,2019,3,1,27.9
3.9,388,3021,10,1996,0,1,24.2
1.6,198,2916,4,2007,3,0,43.5
1,130,2671,3,1997,2,0,48.1
1.3,118,2091,4,1979,2,1,46.8
1.6,179,2091,4,1983,0,0,43.7
1.9,154,2407,4,1982,1,1,42.8
1.6,154,3049,4,2018,3,0,44.6
4.3,369,3146,10,1991,0,0,20
1,116,2302,3,1970,1,1,45.5
2,146,2207,4,2006,1,1,47.5
1.7,145,2736,4,1997,3,2,43.5
1.5,164,2763,4,2018,0,1,46.4
1.4,181,2481,4,1993,2,1,44.5
1.2,82,2658,3,1974,3,0,44.4
1,113,2319,3,1998,2,0,51.3
1.9,136,2838,4,1986,1,1,42.4
1.3,128,2637,4,2008,1,2,48.3
1.9,159,2465,4,1987,1,1,43.4
4.3,338,3720,10,1977,1,0,17.9
2,197,2299,4,2010,2,0,45.2
3.5,339,3309,8,2014,3,1,29
1.5,185,2896,4,2023,2,0,45.2
4,378,3511,10,1972,3,0,15.4
4.9,464,3465,12,1993,3,0,13.1
5,445,3659,12,1993,3,2,14.1
4.4,378,3593,10,1997,1,0,17.8
3.6,300,3569,8,1991,0,1,25.7
2.3,196,2716,6,1987,3,0,36.6
1.9,172,3016,4,1996,2,1,39.6
1.8,130,2260,4,2021,3,0,50.1
4.1,335,3047,10,2006,3,0,25
2,135,2340,4,2005,3,1,46.1
2,148,3074,4,2007,2,2,43.7
1.4,115,2919,4,1994,1,1,45.7
1.4,159,2279,4,2022,1,1,53.5
3,263,3456,8,2018,2,1,33.4
3.3,266,2656,8,2023,2,0,37.8
3.6,261,3181,8,2005,2,0,32
3.5,259,2708,8,1984,0,0,29.6
1.4,156,2964,4,2017,2,2,47.2
2.4,194,2399,6,1982,1,1,37.7
1.7,117,2216,3,1991,3,2,47.3
4.6,478,3057,12,2003,3,1,15.5
1.6,106,2277,3,1980,1,2,48
1.6,143,2620,4,2010,2,1,49
1.8,154,2848,4,2007,3,1,44.6
3.1,332,3512,8,2002,3,0,27.5
2.9,180,2560,6,2000,1,2,41
1.5,126,2881,4,2015,0,1,47.7
1.3,166,2727,4,2024,3,0,47.6
3.5,306,2682,8,2024,2,1,34.7
1.4,138,2284,4,2006,2,0,49.4
3.2,267,2914,8,1991,0,0,30.3
1.4,123,2333,4,1992,0,2,47.2
5.1,459,3258,12,2014,0,0,19.9
2.5,204,3223,6,1980,0,0,34.1
2.5,197,2603,6,1981,1,2,36.1
2.4,261,3022,6,2000,0,2,36.5
2.8,187,2488,6,2016,1,2,42.9
1.8,189,2594,4,1981,2,0,39.8
3.2,269,3156,8,2022,3,0,33.7
1.3,148,2024,3,1995,0,1,49.2
1.4,163,2720,4,1971,3,2,38.5
2.3,263,2454,6,1990,3,2,37.1
2.1,165,2861,4,1973,3,0,34.9
1,156,2111,3,1987,0,1,48.7
1.1,98,2764,3,1999,1,2,48.9
1.6,145,2095,4,2015,2,0,51.3
1.8,138,2483,4,1998,0,1,46.2
4.9,410,3465,12,2014,0,1,21.4
1.7,161,2599,3,2008,2,1,48.4
4.9,419,3259,12,2015,1,2,21.1
4.9,440,3646,12,2024,3,2,18.1
2.9,314,2883,8,2020,2,2,34
1.7,150,2669,4,2012,1,2,47
1.5,140,2413,4,1987,1,0,45.7
3.9,328,3374,10,2012,3,1,26
1,111,2434,3,1991,2,0,48.2
1.7,126,3056,4,2003,2,0,42.2
1.6,80,2221,3,2008,0,2,54
1.3,174,2908,4,2007,0,2,44.2
1.6,112,2814,4,1991,2,0,42.1
3.7,359,3380,10,2006,1,1,26
1.5,112,2771,4,1994,0,2,45.5
4.6,454,3796,12,1995,3,2,11.8
3.5,286,3502,8,2021,0,2,31.2
3.6,293,3408,8,1971,0,1,24
3.5,299,3335,8,1987,1,0,24.7
3.3,318,3078,8,1995,2,2,28.3
1.5,119,2057,4,1989,0,2,48.7
2.7,265,3360,6,1985,2,1,31
2.5,231,2824,6,1971,2,0,31.9
1.9,180,2997,4,1970,3,2,37.4
3.6,257,3391,8,2003,1,2,30.4
2.4,261,2875,6,1986,2,1,34.8
5.1,453,3626,12,1999,3,1,13.9
2,130,3064,4,2010,0,1,46.6
1.6,190,2260,4,1970,1,0,39.8
4.1,388,3326,10,2010,3,1,22
1.6,162,2329,4,1986,2,1,43.6
3.4,332,2742,8,1991,2,0,27.4
1.4,158,2644,4,2003,3,1,46.9
1.4,113,2920,4,1996,1,0,44.5
2.9,310,3317,8,1971,0,2,25.4
2.9,251,2597,6,2013,1,1,41
3.6,316,3250,8,1985,1,1,23.7
1.5,153,2169,4,1973,0,0,43.1
2.4,199,2832,6,2015,3,2,42.6
1.8,168,2399,4,1985,2,1,43.3
4.1,348,3067,10,1972,3,0,18.4
1.7,179,2801,4,1973,2,2,36.7
1,103,2643,3,2011,1,1,51.7
3.5,274,2927,8,2013,2,1,34.3
2.6,258,2433,6,2012,1,0,41.6
2,199,2905,4,1973,3,1,35.7
1.7,156,2585,4,2020,3,1,48.2
3.3,275,3178,8,1976,3,0,26
4.5,454,3012,12,1975,3,1,12.1
5,449,3210,12,1977,1,2,12.5
2,183,2378,4,1979,3,1,40.2
1.6,154,2597,4,1976,2,0,38.9
1.9,158,2301,4,1974,2,1,40.5
1.7,172,2288,4,2017,0,1,48.3
3.5,335,3537,8,1997,0,0,26.3
3.6,306,2862,8,1983,3,1,25.2
1.5,159,2828,4,2023,2,0,48.2
1.9,186,3127,4,1984,3,1,35.6
3.6,329,3457,8,2017,0,0,28.6
3.2,261,2926,8,2020,3,0,34.5
3.9,325,3724,10,1980,2,0,16.6
2.1,187,3209,6,2023,0,2,42.4
3.1,327,3100,8,2024,2,2,33.9
4.4,367,3453,10,2015,3,2,24.9
1.9,127,2468,4,1982,2,1,41.9
1.5,97,2653,3,1977,1,0,44.6
1.6,185,2893,4,2009,3,0,43.4
2.6,247,3016,6,2009,2,2,36.7
1.6,157,2417,4,1985,1,1,44.8
5.2,417,3430,12,2010,3,2,17.4
3,260,2706,8,2018,3,2,37.7
1.3,148,2172,4,1973,3,2,44
1.7,121,2158,4,1986,1,1,46.9
4.8,420,3628,12,2010,0,2,19.8
1.2,82,2765,3,1980,1,1,44.9
4.1,370,3152,10,1997,2,2,21.7
1.8,157,2949,4,1994,3,1,42.1
3.8,352,3608,10,2006,3,1,21.8
1.4,139,2819,4,1989,1,1,44.3
2.1,180,2359,6,2020,1,1,48.3
4.7,469,3167,12,1972,3,1,9.5
3,283,2561,8,2013,2,0,35.3
3.6,308,3119,8,2005,1,0,29.3
1.8,180,2744,4,1997,0,1,41.4
2,134,3036,4,2021,0,0,45.3
4.7,475,3046,12,2023,3,1,21.2
3.9,330,2924,10,2004,0,0,28.1
2.3,270,3214,6,2005,3,1,33.9
4.5,397,3317,12,1987,0,1,15.6
3.1,293,2948,8,1986,0,1,30
1.6,139,2670,4,2012,3,2,46.6
2.9,244,2547,6,1999,0,2,39.8
2.2,221,2309,6,2014,2,2,44
1.5,128,2601,4,2006,1,0,47.7
5,445,3551,12,1983,2,0,9.6
3,309,2706,8,1987,0,1,31.3
2.3,220,2840,6,2013,2,1,41.7
2.8,196,3289,6,1975,3,2,31.6
3.8,364,2969,10,1975,0,2,22.2
2.7,192,2452,6,1995,2,1,39.2
1.8,185,2754,4,1975,2,2,40.2
2.4,192,2794,6,1973,2,2,34.6
1.4,138,2488,4,2006,2,2,47.4
2.3,225,3279,6,2020,3,1,38.5
3.5,277,2820,8,2006,2,2,32
4.1,392,3406,10,1973,1,0,17.7
2,138,2888,4,2007,1,1,45.6
1.3,130,2286,4,2021,2,0,51.7
4,379,3178,10,2016,0,2,26.2
1.7,191,2375,4,2014,3,1,45.4
1.4,178,2541,4,1979,0,0,41.2
1.7,137,2924,4,1988,1,2,43.7
3.4,325,3251,8,2015,1,1,32.2
2.5,211,3185,6,1971,1,1,30.9
2.8,257,3302,6,2012,0,0,35.6
2.8,217,2984,6,2000,1,2,38.5
3.4,338,3524,8,2004,3,2,26.4
5.1,443,4099,12,2019,3,0,14.4
3.3,280,3160,8,1994,0,1,31.4
1.4,151,2932,4,2021,1,0,46.3
2.1,173,2850,4,2006,3,2,41.8
4.4,377,3127,10,1998,0,0,22.6
3.9,370,3410,10,1990,2,0,18.7
1.6,190,2395,4,2005,2,1,46.5
1.5,191,2633,4,2015,2,1,48.2
3.7,370,3046,10,1989,2,2,21.7
4.1,387,3634,10,2020,2,1,23.7
4.9,414,3486,12,2004,3,1,16.2
2.2,217,2443,6,1978,1,0,36.4
2.3,262,3085,6,1980,3,1,30.2
4.6,396,3511,12,2004,1,1,17.2
1.7,171,2281,4,1994,2,0,45.2
1.1,127,2769,3,1995,3,2,45.4
1.5,105,2695,3,1984,1,2,45
2.7,226,2666,6,2006,2,0,39.4
2.2,246,3166,6,2016,1,0,38.4
2,187,2939,4,1986,0,2,40
3.3,305,2840,8,2014,0,2,34.1
2,122,2344,4,2005,3,1,47.8
3.5,267,3410,8,2003,2,2,31.1
2,199,3141,4,1999,2,2,39.9
2.6,213,2776,6,1981,3,0,35.4
1.3,166,2660,4,1993,3,0,43.6
2,116,2931,4,2013,1,0,45.3
1.8,125,3026,4,2005,0,1,44.3
4.4,365,2930,10,1987,0,2,23.2
5,410,3343,12,2009,2,2,19.9
4.6,441,3658,12,2005,1,1,15.4
1.7,176,2338,4,2024,2,2,51.4
3,336,2569,8,1999,3,2,30.4
2.8,234,3292,6,2005,3,0,35.3
1.6,141,2680,4,1980,2,2,42
2.8,218,2750,6,1984,3,0,33.7
1.6,192,2585,4,1981,1,2,40.4
1.4,97,2976,3,2000,0,0,47.3
1.9,163,2786,4,1994,0,1,43.2
3.3,337,2993,8,1971,2,1,24.1
1.8,125,2358,4,1989,2,1,44.7
2.2,266,3241,6,1994,2,1,31.5
1.4,119,2515,4,1992,1,1,47.9
2.1,170,3208,4,1978,1,0,36.9
3.9,393,3036,10,1997,0,2,24.3
1.8,193,2143,4,2018,1,2,49.5
1.9,157,2198,4,1975,0,0,43.3
2.9,229,2902,6,2000,2,2,36.3
1.4,143,2742,4,2002,3,0,46.5
1.7,139,2920,4,2000,3,2,42.2
3.6,324,3212,8,2015,3,2,30.4
3.1,314,2928,8,1977,3,1,26.4
2.6,199,3184,6,2007,2,0,37.2
3.7,287,2809,8,2015,1,0,35.3
2.8,185,3382,6,2007,2,2,36.4
3.5,281,2663,8,2020,0,2,36.4
2.5,255,2915,6,1981,3,1,31.4
2.4,258,2354,6,1994,2,1,37.5
1.9,115,2908,4,1994,3,0,43.6
3,295,2538,8,1990,0,2,33.9
1.8,132,2357,4,1994,2,0,45
2.6,232,2521,6,1991,0,2,39.3
4.7,443,3874,12,1978,2,2,11.5
1.9,155,3093,4,1991,2,1,40
2.8,244,3310,6,2024,2,0,36.1
1.5,145,2404,4,2000,3,2,45.4
2.6,228,3250,6,1999,1,0,34.5
3.9,390,3698,10,2008,0,2,24.1
2.1,162,2619,4,2006,2,2,46.9
1.5,113,2283,4,1994,0,1,48
5.1,396,3776,12,2016,2,0,19.4
1.4,155,2942,4,1979,3,0,38.5
1.3,155,2011,3,2020,2,0,52.7
1.3,190,2805,4,2016,3,0,44.4
3.1,319,3185,8,2022,3,0,32.8
1.7,170,3070,4,1986,1,1,39
4.9,399,3447,12,1987,3,2,16.1
3.6,336,2934,8,1997,2,0,28.6
3.5,300,3211,8,2006,0,0,29.6
3.9,333,3546,10,1971,1,1,16.4
2.6,257,2973,6,1993,3,1,34.8
1.3,189,2125,4,1989,2,1,44.7
1.3,128,2435,4,2013,3,2,51.1
4.7,455,3659,12,1977,0,1,11.9
2,146,2316,4,2004,0,0,46.8
1.7,167,2114,4,1975,0,1,43.6
1.6,96,3020,3,1977,1,0,40.9
2.4,247,2896,6,1995,3,1,36.4
2.7,190,3307,6,1976,1,0,33.1
2.8,238,2917,6,1984,1,1,32.2
3.2,316,2671,8,1992,3,1,29.6
2.9,257,2522,6,1985,3,2,33.2
3.7,276,2889,8,1987,2,0,29.2
1.1,111,2060,3,1995,2,2,51.5
1.8,150,2738,4,1995,1,2,42.9
4.3,388,3343,10,2012,0,0,25.2
1.9,172,2401,4,2022,1,1,49.9
3,312,3180,8,1972,2,1,24.2
1.7,144,2556,4,1987,2,1,45
1.9,181,2757,4,1982,3,0,37.1
2.6,228,2602,6,1973,3,2,33.2
3.6,307,2926,8,1971,2,0,23.6
2.7,255,2834,6,2001,3,2,35.1
4.1,391,2963,10,1988,0,1,21.4
2.3,268,2799,6,2011,2,2,40.3
2,138,2202,4,2012,1,0,49.7
1.5,133,2657,4,1981,0,2,41.8
1.8,196,2627,4,2013,0,2,47.9
5.2,440,3252,12,1994,3,0,15.6
1.7,124,2869,4,2013,3,0,47.7
1.8,174,2502,4,1993,3,0,41.9
2.4,253,3024,6,1975,2,1,31.2
1.4,151,2111,4,2003,2,0,47.5
3.1,268,3224,8,2010,2,0,32.2
1.4,97,2109,3,1978,1,2,47.4
1.4,146,2880,4,2019,0,0,47.9
1.4,196,2520,4,2023,3,1,50
1.8,192,2345,4,2015,2,2,47
1.3,181,2121,4,2007,0,0,50.6
2.4,195,3278,6,2002,1,0,37.5
3.4,251,2984,8,1973,1,2,29.3
1.6,159,2728,4,1990,2,0,41.2
4.3,391,3322,10,1997,2,0,19.2
3.1,292,2702,8,1979,1,1,29.4
5,441,3713,12,1976,2,0,9.7
2.5,180,3291,6,2011,2,2,39.4
1.9,136,3027,4,1985,3,2,38.5
2.5,220,2779,6,2007,1,0,40
3.4,278,3487,8,1988,1,1,25.1
2.1,152,2966,4,1985,0,1,41
5.3,432,3441,12,1983,0,0,11.8
3.4,301,2706,8,1987,2,1,28
1,118,2401,3,2013,2,0,53.3
1.6,136,2738,3,1983,1,0,41.7
5.3,411,3852,12,1980,1,2,10.3
2,140,2999,4,1980,3,0,38.6
2.2,266,2763,6,2018,2,0,39.5
2.9,262,3140,6,1992,0,1,33.8
5.2,450,3657,12,2011,3,1,15.7
2.1,138,2918,4,1989,0,2,40.7
4.2,354,3221,10,1985,3,0,18.2
2.6,187,2763,6,1986,1,0,37.2
5.2,473,4125,12,1991,1,1,9.4
1.5,160,2487,4,1991,3,0,43
5.1,418,4129,12,1994,0,0,11.7
1.5,152,2308,4,2008,2,2,49.6
3.2,270,3270,8,2013,1,0,34.2
1.7,151,2756,3,2015,2,2,47.7
2.4,217,3224,6,2005,0,0,36.8
1.6,111,2377,3,1991,0,0,48.2
1,148,2451,3,2005,3,0,48.2
4,392,3450,10,1992,2,0,20.2
2.1,255,2473,6,2007,3,1,40.9
2.7,249,3139,6,2006,1,2,35.6
2.3,210,2923,6,1996,1,2,37.6
1.3,110,2603,4,1970,0,0,43.7
2.2,192,3087,6,2016,2,1,40.6
3,293,2799,8,2002,1,1,32.6
1.8,127,2983,4,1982,1,0,40.8
2.5,181,2949,6,1988,1,1,37.7
2.2,246,2268,6,2000,2,0,38.6
2.8,255,2795,6,1983,3,1,30.8
3.6,259,3412,8,1975,1,1,26
1.5,126,2153,3,1980,2,0,46.7
4.6,399,3095,12,1995,0,0,18.2
5,421,3574,12,1990,0,0,14.9
3.4,271,3241,8,2024,1,0,33.4
1.4,135,2446,4,1970,2,0,39.9
1.7,138,2435,4,1985,1,1,44
1.8,192,2848,4,1974,2,1,36.1
2.8,189,3184,6,1985,0,1,33.9
3.1,334,3261,8,1983,3,1,25.1
2.2,232,2300,6,1974,0,1,37.6
2.9,318,2707,8,2016,0,2,37.3
4.8,476,3492,12,1978,1,2,12
1.8,158,2727,4,2011,2,1,45.6
1.8,130,2262,4,1987,0,0,45.5
3.5,273,2702,8,2020,0,2,36.4
2,171,2890,4,1999,3,2,41.1
1.4,154,2727,4,1999,3,2,46.4
3.6,335,2762,8,1994,3,0,26.3
1.2,120,2189,3,2013,0,2,55.5
2.5,204,2735,6,2013,2,0,41.8
4.6,410,3154,12,1975,2,2,14.6
1.4,152,2216,4,1976,3,0,43.9
2.4,216,2878,6,1979,2,0,32.8
2.6,237,2866,6,1987,2,0,35.5
1.5,171,2596,4,1975,3,1,40.7
2,146,2890,4,2023,0,1,47.3
1.5,124,2553,3,2012,2,2,52
3,333,3073,8,1971,0,0,22.5
2.4,265,2412,6,2009,0,1,42
2.2,200,2695,6,2021,0,1,45.5
2.8,235,2783,6,1996,0,0,36.3
2.5,241,2980,6,1993,3,2,33.4
3.7,291,2748,8,2002,0,2,32.4
2,167,3122,4,1996,3,1,40.1
2.2,223,2328,6,1983,2,1,39.6
2.3,215,3177,6,2023,3,1,41.8
2.1,144,3118,4,2010,0,0,44.7
2,186,2722,4,1975,2,2,37.3
3.3,270,2821,8,2018,3,1,34.3
4.2,348,3853,10,2004,2,1,19.9
2.1,176,2984,4,1981,3,0,37
3.6,336,3462,8,1983,3,1,22
1.5,153,2721,3,2008,3,1,45.4
1.1,95,2897,3,2010,1,0,51.1
3.5,303,3196,8,2004,1,2,29.8
1.9,169,3038,4,1985,0,1,40.3
1.6,104,2199,3,1983,3,2,45.8
1.6,156,2911,4,2011,1,1,45.2
2.7,215,3383,6,1988,2,1,33.1
3.3,300,2859,8,2016,2,2,35.1
2.7,204,3093,6,1993,1,1,36.1
3.1,304,3339,8,2021,1,2,33.8
2.8,225,3095,6,2000,2,2,37.3
2.4,215,3306,6,1977,1,0,29.7
1,133,2735,3,1991,1,2,47
1.5,159,2670,4,1987,3,1,42.9
1.4,128,2392,4,2019,3,2,53
1.9,153,2686,4,1998,3,2,42.5
3.3,292,3340,8,1983,2,1,24.1
1.8,153,2344,4,1979,0,1,41.9
2.6,243,2838,6,1974,2,1,31.9
1.5,160,2916,3,1994,3,0,41.7
2.9,268,2877,6,2010,2,0,34.7
1.4,113,2181,4,1974,0,2,45.5
1.9,196,2829,4,2020,3,1,46.8
1.5,170,2151,4,2015,3,1,49.5
2.8,242,2600,6,1978,3,2,33.6
3.4,259,2865,8,1972,2,2,27.3
1,141,2672,3,1971,1,0,41.4
2.2,224,2374,6,1981,2,0,37.1
2.3,194,2330,6,2016,2,2,46.4
2.1,178,2536,4,2009,0,1,46.9
1.8,118,2610,4,2009,1,0,46.9
3.3,332,2799,8,1998,0,2,29.3
1.5,148,2351,3,1978,3,0,42.4
3.2,337,3310,8,2005,2,2,27.3
1.5,160,2916,4,2003,3,0,43
4.9,466,3679,12,2019,2,0,16
2,178,2616,4,2020,0,2,49.1
2,135,2967,4,2019,2,1,47.3
2.8,212,3386,6,1984,1,0,29.9
1.9,189,2836,4,2003,2,1,44.2
1.6,142,2836,4,1980,2,0,41.2
1.9,185,2189,4,1988,2,2,44.3
1.3,192,2347,4,2003,0,1,48.6
2.9,187,2927,6,1980,2,0,34.9
5.2,392,3247,12,1970,1,2,13.5
3.9,388,3324,10,2001,3,2,22.1
4.9,475,3602,12,1991,1,1,12.5
2.3,198,2917,6,2020,0,0,43.3
3.1,289,2814,8,1999,2,1,32.7
1.8,122,2237,4,1982,3,0,45.4
4.9,408,3391,12,2022,2,0,21.6
1.6,116,2229,4,1974,2,1,42.7
1.3,76,2750,3,1988,3,1,48.1
1.3,171,2459,4,1986,3,2,42.5
1.7,181,2766,4,1988,2,1,40
1.5,118,2724,4,2002,0,2,48.3
2.1,119,2948,4,2014,3,1,44.9
1.6,126,2655,4,2024,1,1,49.5
3.6,261,2861,8,2019,2,0,33.9
3.9,376,3611,10,1979,2,2,18.3
1.2,105,2633,3,1980,2,2,47
3,260,2626,8,2007,2,1,36
1.5,185,2119,4,2003,3,1,48.4
3.4,300,3391,8,1987,1,1,26.6
3.6,287,3178,8,1992,0,2,28.9
2.9,263,2695,8,1989,2,1,31.7
4.4,376,3837,10,2008,2,1,20.4
2.1,191,2904,4,2008,0,0,43.7
2.7,180,3106,6,2008,3,0,39.2
3,279,3324,8,1976,3,1,25.9
1.7,171,2794,4,1996,1,2,44
1.3,121,2770,3,2020,3,1,48.9
1.5,163,2664,4,1990,1,2,44.8
1.9,131,2517,4,2005,0,1,48.7
5.1,393,3481,12,1980,2,1,12.6
4.7,457,3870,12,2018,3,1,15.1
2,159,2754,4,1995,2,0,40.4
1.5,130,2088,4,1971,3,1,43.8
1.7,166,2823,4,2008,2,0,45.9
4.7,414,3091,12,2019,2,1,21.3
2.1,133,2571,4,2017,2,0,47.8
1.5,176,2495,4,1974,0,0,39.8
2.8,218,3255,6,1987,1,1,33
1.5,122,2495,4,1979,3,2,44.3
2.1,186,3202,4,2024,1,0,45
3.6,292,3422,8,1975,2,1,24.6
3.2,263,2800,8,2002,3,2,31.9
4.5,345,3914,10,2009,2,1,20.4
2.4,236,3145,6,1984,3,0,31.1
1.7,142,2542,4,1981,3,1,43.1
3.4,292,2826,8,1972,1,2,28.3
5,392,3319,12,2021,2,2,22.2
1.5,195,2839,4,1976,0,1,37.2
2.1,121,2263,4,1991,3,1,45.3
3,291,2914,8,2010,1,2,34.1
1.4,128,2492,3,2001,1,2,50.9
2,132,3157,4,1972,1,2,36.5
3.3,266,2702,8,2018,2,1,35.3
3,256,3190,8,1999,0,0,30.5
2,193,2933,4,2015,2,1,43.2
3.2,263,2889,8,2005,0,2,33.9
2.1,239,3047,6,1989,0,0,33.1
1.6,192,2470,4,2014,2,1,45.6
1.7,89,2638,3,1971,0,0,42.3
1.4,148,2249,4,1982,1,1,46.7
1.9,198,2185,4,2005,2,1,46.6
1.5,193,2333,4,2006,3,1,45.2
3.2,269,3556,8,1975,0,2,26.1
1.8,165,2859,4,1989,0,2,42.2
2.4,235,3070,6,1972,2,2,31.7
4.8,434,3230,12,2009,0,1,18.2
1.9,114,2750,4,2002,0,1,47.6
1.8,195,2716,4,2023,3,1,47.9
3.3,250,3237,8,1974,0,2,27.8
1.4,153,2600,3,1980,1,0,44.6
2.8,195,3058,6,2007,3,2,39.8
3.8,380,3110,10,1970,2,1,16.9
2.3,225,2443,6,1987,1,0,37.2
3.1,329,3255,8,1997,1,0,29.2
4.7,453,3990,12,2024,1,0,15.8
4.9,477,4051,12,1991,2,0,9
4.2,375,3827,10,2023,3,0,22.8
1.5,180,2786,4,1985,3,0,40.1
2.4,254,2651,6,2003,3,0,38.6
2.2,233,2356,6,2010,3,2,44
3.8,321,3697,10,2020,0,2,26.6
2.3,234,3095,6,1988,1,1,35.7
4.3,388,3296,10,1983,3,0,16.6
3.6,301,3417,8,2021,1,1,30.9
2.7,217,2577,6,1985,0,0,36.7
2,188,2326,4,1978,3,1,38.8
3.1,279,2574,8,1972,1,2,29.2
2.4,239,2767,6,2018,3,2,41.2
4.7,465,3948,12,1973,0,2,9
2.2,254,2842,6,1996,1,0,38
1.8,182,2957,4,2010,0,1,43.2
1.5,150,2299,4,2004,1,1,49
1.1,135,2803,3,1995,2,0,45.4
2,168,2357,4,1994,0,0,45.6
1.7,164,3100,4,1973,2,0,35
2.9,202,2992,6,1971,2,2,33
1.6,183,2751,4,2016,2,1,47.9
4.1,361,3740,10,2002,1,1,19.8
1.5,160,2897,3,2000,3,2,46
4.6,405,3660,12,2023,3,2,19.3
1.4,137,2835,4,1992,1,0,43.7
2.4,240,2625,6,1992,0,0,36.9
3.5,269,3139,8,1990,3,2,30.1
1.3,86,2253,3,1992,0,2,49.7
2.1,189,3226,4,1999,2,2,38.2
1.3,106,2073,3,2013,0,0,54.3
2,113,2423,4,2017,3,1,49.2
2.5,190,2697,6,1983,1,2,36.9
2.4,201,2991,6,2003,3,2,38
2.9,286,2979,8,1990,3,0,30.1
2.7,253,2987,6,2018,2,2,37.5
3.5,274,3164,8,1994,0,0,30.6
1.1,127,2676,3,2002,0,1,50
1.3,134,2111,4,1972,2,2,42.9
1.3,131,2131,4,1978,0,0,46.9
2,125,3007,4,2005,3,2,43.3
1.9,111,2963,4,2023,2,2,49.8
3.1,336,2826,8,2023,3,1,34.3
1.7,176,2991,4,1999,2,1,42.1
5.2,449,4159,12,1980,1,0,9
4.7,457,3986,12,1971,1,2,9
3.3,324,2836,8,2022,0,0,35.1
3.2,285,3462,8,2013,0,0,32.8
2,158,2704,4,2018,3,1,46.8
2.3,212,2740,6,2008,1,1,40.5
1.9,169,2295,4,1994,2,2,44.9
3.9,321,3650,10,1994,0,2,21.8
3,313,2686,8,2003,1,2,32
